"boardgamegeek.com game ID",title,yearpublished,playingtime,minplaytime,maxplaytime,minage,minplayers,maxplayers,categories,mechanics,families,designers,artists,publishers,"numplayervotes (1B 1R 1N 2B 2R 2N ...)","agevotes (2 3 4 5 6 8 10 12 14 16 18 21+)","textuse (no some mod ext max)"
128882,"The Resistance: Avalon",2012,30,30,30,13,5,10,"1023 1002 1039 1010 1035 1026 1030 1081","2047 2019 2020 2015 2017","8374 22839 7958 2989","11906","14650 49082 100666 21002","10290 2366 2973 264 1391 6214 36210 2726 3242 8759","1 0 156 0 0 156 0 0 157 1 0 158 21 122 73 43 154 22 164 67 3 150 75 3 63 125 13 66 118 20 0 14 98","0 0 0 0 2 3 12 22 11 3 1 0","15 36 0 0 0"
102794,"Caverna: The Cave Farmers",2013,210,30,210,12,1,7,"1089 1021 1010 1013","2002 2082","7481 43538 3866 21425 5666","10","11507","234 267 34522 2366 5657 24867 1391 6275 8291 5812 29242 10 7992 9234 17786","6 113 72 48 162 34 108 144 9 171 86 5 62 124 50 12 80 119 11 41 156 1 1 132","0 0 0 0 3 4 10 33 21 1 0 0","0 19 37 2 1"
98,"Axis & Allies",1981,180,180,180,12,2,5,"1021 1019 1049","2046 2072 2019","34 25158 89","575","71090","1338 20 275 17968","0 3 64 67 26 7 5 50 35 20 55 21 72 23 15 1 0 52","0 0 0 0 0 2 7 21 7 1 0 0","13 14 1 0 0"
172818,"Above and Below",2015,90,90,90,13,2,4,"1022 1117 1029 1021 1020 1010 1013 1026","2001 2041 2664 2072 2004 2027 2008","39414 8374","11854","11854","18617 9074 917 24844","0 3 58 20 55 6 54 23 0 16 53 4 0 0 47","0 0 0 0 1 6 12 4 1 0 0 0","1 0 2 15 9"
74,"Apples to Apples",1999,30,30,30,12,4,10,"1002 1079 1030","2040 2020 2017","33 6485","7034 294","3 6815","4752 10964 5833 93 48 39 964","1 0 127 0 1 133 2 7 122 12 66 60 43 102 9 107 48 4 98 48 6 91 53 8 35 81 27 33 75 32 19 52 53","0 0 0 0 1 27 16 13 5 1 0 0","1 1 5 38 23"
100901,"Flash Point: Fire Rescue",2011,45,45,45,10,1,6,"1022","2001 2023 2072 2676 2007 2070 2015","8374 11767 18747 5666","8662","14650 49082","10290 267 157 9074 2366 24298 264 1391 23031 7992","11 100 38 18 133 15 42 115 1 113 62 1 36 93 16 14 83 40 0 6 87","0 0 3 8 17 39 13 3 0 0 0 0","6 53 4 1 0"
144733,"Russian Railroads",2013,120,90,120,12,2,4,"1088 1034","2082","22783 11966","2748 1828","11968 11902","133 267 15889 9074 2366 5657 18852 7992 538","0 4 65 30 82 9 51 64 6 92 35 1 1 0 62","0 0 0 0 0 1 3 14 15 0 0 0","49 0 0 0 0"
160499,"King of New York",2014,40,40,40,10,2,6,"1017 1046 1064 1016","2080 2046 2041 2072 2685 2661","13111 14835 24569 28525 5615","14","12388 1279 76496 66252","8923 2366 7496 264 6275 17786","0 1 51 3 10 55 8 43 14 55 18 0 21 42 4 13 39 11 0 0 37","0 0 0 1 4 10 8 1 0 0 0 0","0 6 16 1 0"
104162,"Descent: Journeys in the Dark (Second Edition)",2012,120,120,120,14,2,5,"1022 1020 1010 1046 1047","2001 2072 2676 2040 2011 2019 2015","24281 25158 4671 5615 5137","11413 6651 50880 2336","30957 19573 50680 17068 64812 24858 46413 41191 36620","17 23043 3475 2973 4617 5530 264 18852 8759","8 25 186 33 141 76 45 188 22 115 141 11 200 64 3 4 3 136","0 0 0 0 1 12 42 39 14 1 0 2","0 1 9 79 1"
25417,"BattleLore",2006,60,60,60,10,2,2,"1010 1035 1047 1019","2018 2072 2676 2040 2011 2015","9768 50","25","12016 12519 11886 12935 12028","1027 17","2 7 85 132 12 1 7 20 64","0 0 0 0 0 16 30 13 3 0 1 0","0 3 47 10 0"
37759,"Diamant",2006,20,20,20,8,3,8,"1022 1023 1020","2661 2020","21940 10646 76","125 9","11933 38196","3475 18856 597 82 858 8923 2726 4419 9234 17786","0 1 62 0 7 62 3 38 34 19 53 7 50 33 0 64 16 0 26 46 6 17 48 9 1 9 41","0 3 4 8 29 8 2 0 0 0 0 0","43 0 0 0 0"
30549,"Pandemic",2008,45,45,45,8,2,4,"2145","2001 2023 2040 2078 2004 2008 2015","3430","378","9731 33088 11935 14057 16910","538 3320 4304 15889 7162 2366 5657 8820 1391 6275 15983 6214 8291 5812 3218 9325 7992 11107 29085 39 4696 3888 8759 4932 35809 10739","88 432 364 227 708 101 348 652 23 739 299 30 17 111 472","0 0 0 2 21 108 139 73 13 1 0 1","10 245 40 3 1"
24181,"Imperial",2006,180,120,180,13,2,6,"1021 1008 1001","2080 2046 2005","84","6045","11933","1015 8401 3","0 0 141 8 29 144 42 124 35 153 74 5 73 121 21 46 75 76 0 2 98","0 0 0 0 0 0 2 17 13 0 0 1","20 48 0 0 0"
521,"Crokinole",1876,30,30,30,8,2,4,"1032","2019","22783 24752 5552","3","","171 755 25960 7804 5686 1562 18842 9942 5722 9552 6261 5691 18843 304 30166 7867","0 10 89 95 44 1 0 33 77 104 34 4 0 2 91","0 0 2 1 27 7 0 0 0 0 0 0","50 0 0 0 1"
40834,"Dominion: Intrigue",2009,30,30,30,13,2,4,"1002 1035","2041 2664 2040","28659 2580","10525","11933 11886 11968 12019 12123 11827 11854 4959 12484 11825 59 11902 11797 11883","3 267 4304 74 9074 2366 5657 29907 8820 5530 133 1391 18852 8291 3218 9235 9234 14078","1 1 151 82 142 11 158 79 2 104 111 17 7 60 107","0 2 0 0 3 18 27 17 3 0 0 0","0 6 43 25 4"
3955,"BANG!",2002,40,20,40,8,4,7,"1055 1023 1002 1039 1046","2040 2019 2685 2686 2015","3862","1581","12119","917 29 4304 157 9074 4570 2973 8820 858 18852 6214 8291 3218 30399 10 32395 2962 9234 42","0 1 239 1 5 244 3 10 249 7 105 174 95 211 21 114 206 13 238 94 18 31 71 109","0 0 0 0 2 36 43 14 0 4 0 0","10 83 24 0 0"
122522,"Smash Up",2012,45,45,45,12,2,4,"1002 1010 1079 1090 1016 2481","2080 2040 2686 2015","24566","82","13924 56728 41339 39226","396 3475 9074 2973 15605 18852 8923 6214 23756 39 17786","0 1 161 52 111 57 140 88 8 102 95 37 7 21 125","0 0 0 0 0 18 23 14 0 1 0 0","0 2 10 51 7"
25669,"Qwirkle",2006,45,45,45,6,2,4,"1009","2040 2048 2002","6485 21436","7708","","2883 267 23043 14813 4335 6818 24631 21438 8845 28415 900 8923 32140 1902 14368 38","0 6 76 39 78 5 46 67 2 71 42 7 4 25 56","0 0 5 10 28 15 5 0 0 0 0 0","57 0 0 0 0"
37046,"Ghost Stories",2008,60,60,60,12,1,4,"1010 1046 1024 1082","2023 2072 2676 2011 2015","9470 3864 7479 5666","9714","12383","4384 157 3218 7466","54 113 44 42 142 32 17 149 38 187 44 10 2 1 107","0 0 0 1 0 10 15 31 11 1 0 0","74 7 0 1 0"
169786,"Scythe",2016,115,90,115,14,1,5,"1015 1021 1046 1016 1086","2080 2676 2020 2015","26464 25158 8374 38432 5666 27646","62640","33148","23202 4304 34522 6194 22380 30213 4785 30677 5400 28323 36186 34744","19 144 64 17 192 73 78 193 21 204 96 4 91 143 35 4 43 128","1 0 0 0 3 4 14 31 19 5 1 0","0 4 17 0 0"
69789,"Ascension: Deckbuilding Game",2010,30,30,30,13,1,4,"1002 1010","2041 2664 2040","9974 5666","10381 10138","40031","12106 3475 157 24298 22652","4 16 78 114 46 2 31 93 13 26 71 39 2 1 88","0 0 0 0 0 15 13 9 2 0 0 0","0 8 26 8 3"
3201,"Lord of the Rings: The Confrontation",2002,30,30,30,12,2,2,"1022 1023 1039 1010 1064 1093","2046 2040 2047 2016 2020 2015","78 4263","2","11884","267 404 17 4617 6214 37 504 36 42","0 0 44 50 2 0 0 0 44","0 0 0 0 1 8 6 7 0 0 0 0","0 5 22 0 0"
176189,"Zombicide: Black Plague",2015,180,60,180,10,1,6,"1022 1010 1046 1024 1035 1047 2481","2023 2072 2011 2015","8374 21856","55929 8776 3014","12935 63947","23043 15889 21608 2973 15605 21020","9 41 15 22 41 8 45 28 2 12 46 12 7 43 18 36 29 10 3 10 37","0 0 0 0 2 7 11 7 0 0 1 0","0 13 4 0 0"
30933,"BANG! The Bullet!",2007,40,20,40,8,3,8,"1055 1023 1002 1039 1046 1079","2040 2019 2685 2686 2015","3862 6363","1581","27811 12126 51926 12119","917 29 4304 4570 2973 10 9234","0 0 61 0 3 65 0 8 67 2 46 32 37 54 4 65 34 0 59 35 4 30 44 12 6 13 30","0 0 0 0 4 11 10 2 2 0 0 0","0 19 19 1 0"
123260,"Suburbia",2012,90,90,90,8,1,4,"1029 1021","2041 2004 2002","6485 5666 28052","6046","6046 11507 62217","5774 3475 29930 34522 234 32581 25406 17786 2861","7 80 63 72 139 10 125 77 3 68 105 29 0 1 102","0 0 0 0 1 8 22 13 3 0 0 0","0 17 45 4 0"
59294,"Runewars",2010,180,180,180,14,2,4,"1022 1010 1046 1019","2080 2046 2012 2011 2020 2015","12210 9983 5137","6651","16531 11994 44199 12018 11989 12436","2973 17 4617 5530 264 9235 8759","0 5 99 31 101 37 46 102 9 132 41 9 1 2 60","0 0 0 0 0 1 6 18 31 7 1 1","0 2 7 67 4"
33160,"Endeavor",2009,90,90,90,12,3,5,"1020 1008 1070","2080 2041 2004","21622","3526 9733","9731 11507 427","4304 1391 234 8759 4932 2861 538 10739","1 2 95 3 40 91 14 100 66 116 69 2 125 61 6 0 0 74","0 0 0 0 0 0 15 21 6 0 0 0","56 3 0 0 0"
62871,"Zombie Dice",2010,20,10,20,10,2,99,"1017 1024 1079 1030 2481","2072 2661","24595","22","12158","12031 2973 15605 18852 39 19","0 6 56 15 55 8 34 46 2 61 22 1 36 31 7 22 44 7 9 41 18 7 39 22 3 16 35 3 15 35 2 6 42 2 6 42 2 6 42 2 1 43 2 1 43 2 1 43 2 1 42 2 1 42 2 1 41 2 1 42 2 1 41 2 1 41 2 1 41 2 1 41 2 1 41 1 2 41 1 2 41 1 2 41 1 2 41 1 2 41 1 2 42","1 1 6 11 23 13 4 1 0 0 0 1","48 2 0 0 0"
5404,"Amun-Re",2003,90,90,90,12,3,5,"1050 1021","2080 2012","6471 27500","2","54199 11883","133 29409 9499 267 917 24883 8291 3 36763","0 0 124 0 1 134 7 76 100 41 127 29 182 24 2 1 0 102","0 0 0 0 0 3 7 14 0 0 0 0","40 3 2 0 0"
176494,"Isle of Skye: From Chieftain to King",2015,50,30,50,8,2,5,"1021 1086","2012 2004 2002","13105","8397 11767","11507","267 14813 8832 28415 1391 18852 6214 5812 234 30399 10 32581 33010 17786 35809","0 0 89 16 94 37 82 63 2 93 55 3 24 80 23 0 1 69","0 0 0 0 4 17 9 2 1 0 0 0","33 1 0 0 0"
2591,"Carcassonne: The River",2001,45,30,45,8,2,5,"1029 1042 1035 1086","2080 2002","2 11006","905 398","74","267 7162 2366 133 14005 3 9234 538","0 1 49 25 29 4 36 20 2 21 31 4 11 29 13 7 13 30","0 0 0 3 13 10 2 0 0 0 0 0","25 0 0 0 0"
1234,"Once Upon a Time: The Storytelling Card Game",1993,30,30,30,8,2,6,"1002 1079 1030 1037","2040 2027 2017","22673","524 525 3318","11992 12025 16659 11883","8 157 78 2973 4617 23382 706 5095 18852 6214 3956 39 7365 3242 21053 9234 89 1294","0 1 41 2 14 30 9 26 11 19 23 3 30 14 1 26 16 1 7 9 25","0 0 0 0 2 10 7 1 0 0 0 0","2 3 15 10 1"
36932,"Claustrophobia",2009,45,45,45,14,2,2,"1024 1022 1010 1046 1047","2072 2011 2015","","4094","21070 14417 12402","157 7466","1 10 55 96 9 0 2 9 59","0 0 0 0 1 3 16 25 5 0 0 0","0 7 35 6 0"
166384,"Spyfall",2014,15,15,15,12,3,8,"1023 1039 1079 1030 1081","2028 2017","","78199","69037 69038","18852 25074 7162 4335 12024 2400 29797 917 155 30940 25996 30399 30521 32395 22 14346 7466 21053 25973 35809","0 0 84 0 0 84 0 7 82 3 58 36 44 51 4 73 25 1 28 58 5 18 52 20 3 5 50","0 0 0 0 0 1 7 9 3 1 1 0","4 17 2 0 0"
65244,"Forbidden Island",2010,30,30,30,10,2,4,"1022 1002 1010","2001 2023 2676 2040 2011 2007 2004 2015","39723 6485","378","34356","23043 18856 2691 4335 2366 19047 108 6214 9287 9325 7466 36563 38 17786 4932","13 123 99 52 198 20 93 169 1 209 61 4 3 11 145","0 1 5 10 72 94 15 1 1 0 0 0","13 78 3 0 0"
438,"Scotland Yard",1983,45,45,45,10,3,6,"1039 1097","2019 2078 2016","9925 17446 14759","4088 5491 5495 5492 5493 5490","12830 12620 11883 41897 77322 16880","10428 1906 9401 858 14304 20 99 34 9234 33440","0 1 130 75 45 40 35 96 27 36 98 24 56 85 18 51 59 42 1 4 95","0 0 0 0 8 23 14 6 0 0 0 1","43 4 0 0 0"
118048,"Targi",2012,60,60,60,12,2,2,"1052 1002","2011 2004 2082","27383 13265 78","57305","11883","267 2366 5657 5530 1386 6214 37 9235 538","0 7 43 61 5 0 0 0 46","0 0 0 0 0 1 13 9 1 0 0 0","0 8 27 0 0"
90137,"Blood Bowl: Team Manager – The Card Game",2011,90,90,90,14,2,4,"1002 1010 1046 1038","2080 2041 2664 2072 2040","49 6925 4330","4786","43501 13948 30958 29340 12213 40597 19411 14225 49392 51432 39404 19263 22272 49389 51431 28288 14590 21329 48498 36461 12017 51430 49391 49381 49386 4385 8473 41679 15251 49279 16398","2973 17 4617 12540 264 3888","0 3 87 29 84 30 40 88 10 127 30 4 4 13 51","0 0 0 0 0 3 15 23 8 1 0 0","0 6 13 36 2"
27588,"Zooloretto",2007,45,45,45,8,2,5,"1089","2004 2002","7178 6480 6979 7260 20718 19328 3279","86","11798 100260 100261 86","29 267 5657 8845 18852 8291 3218 6756 3 9390 9234 538","0 1 93 4 61 67 25 114 6 100 51 0 54 69 7 0 2 68","0 1 5 12 53 23 5 2 0 0 0 0","52 9 0 0 0"
102680,"Trajan",2011,120,60,120,12,2,4,"1050 1001","2046 2041 2040 2004","5606 129","4958","962","17551 15889 1280 155 26598 3490 9382 30677 23296 10663","0 3 66 42 92 16 50 88 2 85 46 7 1 0 49","0 0 0 0 0 0 5 13 11 0 0 0","50 1 0 0 1"
83330,"Mansions of Madness",2011,120,120,120,13,2,5,"1022 1020 1010 1046 1024 1047 1040 1028","2046 2072 2040 2011 2019 2007 2028 2015","4311 5141","6651","19411 14596 24858","3475 2973 17 4617 264 3888 8759","1 2 132 9 88 68 24 132 18 62 120 4 142 40 12 8 8 85","0 0 0 0 0 1 3 17 40 20 2 0","0 1 4 101 16"
27708,"1960: The Making of the President",2007,90,90,90,12,2,2,"1001","2080 2018 2040","14835 34116","8251 3877","9731","5657 8500 52 538","0 5 135 190 9 0 1 2 139","0 0 0 0 0 1 4 24 33 6 1 0","0 0 1 73 15"
9674,"Ingenious",2004,45,45,45,10,1,4,"1009","2040 2019 2048 2002","3854 6485 5666","2","26874 20670 12017 4563 36725","267 9074 7162 2919 2366 8785 531 17 5657 5530 900 1391 18852 6214 405 4977 8291 37 5597 1594 12054 7992 504 22 36 9235 42 4932","5 78 85 162 91 4 99 133 10 93 133 18 0 0 125","0 0 0 4 17 35 9 2 0 0 0 0","84 0 0 0 0"
48726,"Alien Frontiers",2010,90,90,90,13,2,4,"1017 1016","2080 2041 2072 2082","5679 8374 18211","18320","67486 11925 15562","9695 22701 11199","0 1 119 22 114 68 115 94 3 111 67 29 3 6 105","0 0 0 0 0 9 22 8 0 0 0 0","0 9 32 2 0"
51,"Ricochet Robots",1999,30,30,30,10,1,15,"1009 1059 1028 1037","2676 2011","22232 5666","24","11883","29 2366 8820 133 8291 6011 8795 3 9234 538","7 29 18 17 49 6 33 33 3 56 17 0 44 22 3 37 28 3 19 39 7 14 42 10 8 41 12 10 38 13 7 32 19 4 22 14 3 20 17 3 20 16 3 20 15 3 19 15","0 0 0 0 1 4 16 1 0 1 0 0","34 0 0 0 0"
43015,"Hansa Teutonica",2009,90,45,90,12,2,5,"1070","2001 2080 2078 2081","10643","1018","12484","267 3096 7496 538","0 3 97 9 40 103 57 100 17 85 98 5 103 61 11 0 1 74","0 0 0 0 1 1 3 23 6 0 0 0","49 0 0 0 0"
34219,"Biblios",2007,30,30,30,10,2,4,"1002 1035 1115","2012 2041 2040 2047 2661 2004","","10060","10060 35766","15889 7978 1391 6275 8923 6214 22973 30552 15522","0 0 105 51 116 30 111 90 2 80 101 11 0 2 84","0 1 0 0 2 21 15 1 0 1 0 0","58 1 0 0 0"
21523,"Runebound (Second Edition)",2005,240,120,240,12,2,6,"1022 1020 1010 1046","2046 2041 2072 2028","5137 65 5666","1150 6","15118 11994 20015 7483 11872 18129 12017 19977 14541 20669 13243","3320 3475 14188 6194 17 4617 264 18852 504 2962 3446","52 81 29 95 80 7 85 81 18 25 66 75 0 20 135 0 6 157 0 0 140","0 0 0 0 0 8 6 20 9 0 0 0","0 2 3 52 1"
121408,"Trains",2012,45,45,45,12,2,4,"1002 1086 1034","2664 2040 2081","22824 25996","39436","74268 39437","396 5657 12540 5885 14104 39","0 2 30 9 43 8 34 26 0 25 26 2 0 1 22","0 0 0 0 0 4 9 4 0 0 0 0","0 13 15 2 0"
65781,"London",2010,90,90,90,13,2,4,"1029 1021","2041 2040","17446 14759 27646 99","6","12516 11802 29914","7360 12275","0 6 67 26 78 29 94 33 2 23 79 13 0 1 52","0 0 0 0 0 1 10 19 1 0 0 0","1 4 32 6 1"
15062,"Shadows over Camelot",2005,80,60,80,10,3,7,"1022 1039 1010 1035 1082","2023 2040 2019 2685 2004 2015","22839 21898","1727 295","12519 11886","1027","1 12 157 0 15 165 5 65 135 39 146 32 127 93 2 143 70 7 128 72 19 8 19 101","0 0 0 0 1 12 46 17 4 0 0 0","0 5 63 20 0"
483,"Diplomacy",1959,360,360,360,12,2,7,"1023 1026 1001 2710 1019","2080 2046 2685 2020","19265","255","28510 43616 12130 17673 17672 21974","157 5 4871 41 253 1064 103 858 12879 1338 3458 335 2721 920 807 28 4653 272 12819 95","0 3 171 1 13 173 0 15 166 1 27 151 3 65 111 21 110 61 222 12 1 7 18 103","0 0 0 0 0 0 2 15 31 13 5 2","53 9 0 1 0"
34119,"Tales of the Arabian Nights",2009,120,120,120,12,1,6,"1022 1052 1117 1020 1010 1097","2072 2078 2028 2027 2015","18690 25292 5666","2341 169 39260 5610","12058 12034","2366 5657 7251 538","3 48 98 45 126 19 152 50 2 35 122 26 5 36 129 4 12 148 0 1 143","0 0 0 1 1 7 16 28 6 4 0 0","0 0 0 70 53"
161936,"Pandemic Legacy: Season 1",2015,60,60,60,13,2,4,"1084 2145","2001 2023 2040 2078 2004 2008 2015","24281 25404 3430","442 378","14057","538 15889 2366 5657 8820 1391 15983 5812 9325 7992","9 52 175 63 182 46 63 188 23 216 87 8 6 3 180","1 0 0 0 1 9 25 36 14 5 0 1","1 0 8 49 15"
37111,"Battlestar Galactica: The Board Game",2008,300,120,300,10,3,6,"1023 1039 1064 1001 1016 1113 1081","2046 2023 2072 2040 2019 2028 2015","4685","6651","16531 12018 11989 12436","17 2973 253 4617 12540 5530 264","1 13 511 2 12 519 16 147 458 51 485 172 675 144 4 268 417 64 26 102 270","0 0 0 0 1 1 6 66 96 44 7 2","0 4 29 212 28"
478,"Citadels",2000,60,20,60,10,2,8,"1023 1002 1029 1010 1035","2041 2004 2079 2015","3400 27646","125","12519 11886 11994 125 18416 11995 1150 11992 11993 12017 21 11989 19965","3320 267 3475 157 6784 7162 24631 6194 2738 2973 18788 17 5527 4617 15605 5530 133 18852 9634 6214 8291 5597 3395 3364 7992 125 504 38 8266 8313 9234","1 4 478 150 257 345 157 338 226 252 443 60 412 296 56 227 326 156 109 288 264 21 118 356 0 10 179","0 0 0 0 11 29 72 32 2 3 1 1","0 67 130 7 2"
2842,"TransAmerica",2001,30,30,30,13,2,6,"1034 1011","2081","14835 13449 6485 16","57","59","3320 9068 6818 1613 5367 35071 3 59 65","0 0 65 3 39 54 11 68 20 48 43 6 64 32 2 51 36 9 2 2 41","0 0 0 0 13 20 2 2 0 0 0 0","38 2 0 0 0"
21790,"Thurn and Taxis",2006,60,60,60,13,2,4,"1070 1011","2041 2040 2081 2004","10643 9016","117 6569","11825","267 4304 9074 133 18852 3218 7992 3 38 8313","0 4 122 70 129 29 122 93 2 125 76 13 0 3 99","0 0 0 0 2 14 26 9 0 0 0 0","63 9 1 0 1"
177736,"A Feast for Odin",2016,120,30,120,12,1,4,"1021 1088 1035 1028","2043 2072 2048 2661 2002 2082","22783 3866 24571 5666 5613","10","12484","22380 10768 2366 5657 12540 18852 5812 35035 22609 4932 538","25 85 12 60 71 4 56 57 4 24 57 28 1 0 64","0 0 0 0 0 1 5 10 4 0 0 0","0 1 9 1 0"
1345,"Genoa",2001,120,60,120,12,2,5,"1026 1070","2012 2072 2676 2007 2004 2008","58 6963","381","12692 11883","9 34 157 4335 5657 5812 4696 3","0 0 71 1 15 77 9 48 46 52 65 2 82 31 7 0 1 53","0 0 0 0 0 1 4 9 2 1 0 0","14 22 2 0 0"
21763,"Mr. Jack",2006,30,30,30,9,2,2,"1039 1040","2676 2015","11971 7510 17446 14759 5132","1727 4337","12383","15605 6015 4524","1 1 116 139 10 0 0 0 110","0 0 0 0 1 20 32 6 3 0 0 0","81 5 1 0 0"
37380,"Roll Through the Ages: The Bronze Age",2008,45,30,45,8,1,4,"1050 1029 1015 1017","2072 2055","76 41222 23986 5666","378","52259 5211 11997 11902","597 8351 8291 9881 39 4696 9234 4932","19 67 36 88 70 5 62 82 0 34 77 26 0 10 71","0 0 0 0 4 35 12 3 0 0 0 0","3 14 33 4 1"
204583,"Kingdomino",2016,20,15,20,8,2,4,"1029 1035 1086","2041 2048 2002 2079","22783","1727","51033","5022 491 22560 36981 29907 34940 8439 6214 3218 9325 7992 32581 39 9234 22609 4932","1 2 77 78 35 8 24 78 7 77 39 1 0 0 68","0 0 7 8 28 14 2 0 0 0 0 0","14 0 0 0 0"
93,"El Grande",1995,120,60,120,12,2,5,"1070","2080 2046 2012 2041 2040 2047 2020","10310 9959","7 8","74","133 267 403 41 5657 8500 3","2 1 246 3 45 281 20 172 149 141 242 10 332 75 13 3 4 172","0 0 0 0 0 6 26 31 11 1 0 1","3 20 77 12 0"
172225,"Exploding Kittens",2015,15,15,15,7,2,5,"1089 1002 1116 1079","2040 2685 2661 2004 2686","7334 24432 8374","71478 80158 5874","71478","4 23584 7466","1 1 49 1 17 38 5 54 4 43 15 3 30 21 4 7 7 27","0 0 1 0 6 11 4 1 0 0 0 0","0 12 1 0 0"
699,"HeroQuest",1989,90,90,90,10,2,5,"1022 1020 1010 1046 1047","2072 2676 2011 2019 2028 2035 2015","24281 69 4328","1743","979 12498","1731 13103 4539 8931 17039 17055 17072 4554 6290 26091 20 1390","1 3 72 8 45 31 20 59 8 21 63 8 87 17 6 3 6 50","0 1 0 0 7 25 16 2 2 2 0 0","0 3 15 34 1"
97207,"Dungeon Petz",2011,90,90,90,13,2,4,"1089 1010 1079","2012 2040 2082","13498 5615","789","12692","7345 29194 264 6275 8923 7992 30552 7466 538","0 6 64 34 73 19 29 80 8 89 30 4 0 0 49","0 0 0 0 0 0 8 16 9 1 0 0","57 1 0 0 0"
127023,"Kemet",2012,120,90,120,13,2,5,"1050 1046 1047 1082","2001 2080 2046 2041 2040 2079","6471 13265 5615","10395 10393","30958 46405 12935","5400 157 15889 15605 39 7466 36763","0 0 83 5 51 68 28 92 7 74 57 2 81 40 12 0 1 66","0 0 0 0 0 6 6 15 7 0 0 0","27 12 0 0 0"
70919,"Takenoko",2011,45,45,45,8,2,4,"1089 1084 1013 1086","2001 2072 2676 2011 2048 2004 2002","20718 9470 10634","9714","12935 54125 48431","19260 5400 157 15889 6784 5657 15605 8820 1391 6214 25203 39 7466 21053 36763","0 4 132 42 153 13 121 78 1 80 103 15 0 3 108","0 0 0 3 25 51 24 2 0 0 0 0","69 0 0 0 0"
29368,"Last Night on Earth: The Zombie Game",2007,90,60,90,12,2,6,"1046 1024 1047 2481","2072 2040 2011 2019 2035 2015","9043","8693","12171","6846","1 16 210 67 165 49 100 176 14 47 169 59 219 72 23 39 122 99 1 10 156","0 0 0 0 0 10 21 47 14 6 0 1","1 3 12 96 7"
39683,"At the Gates of Loyang",2009,120,60,120,10,1,4,"1021 1013","2041 2004","9470 11518 28659 3866 5666","10","11507","9139 9499 267 27067 1391 5380 8291 30677 39 3888 8759 538","70 115 38 197 74 10 47 109 71 31 95 97 0 1 109","0 0 0 0 0 0 13 26 4 0 1 1","1 5 41 12 1"
28023,"Jamaica",2007,60,30,60,8,2,6,"1008 1090 1031 1011","2072 2040 2020","21622 10654 18319","8097 1727 6736","12107","157 15889 6347 7466","0 2 102 4 47 86 9 85 40 48 99 2 70 76 1 101 39 6 2 0 63","0 0 0 1 11 31 5 2 0 0 0 0","43 2 0 0 1"
1917,"Stratego",1944,45,45,45,8,2,2,"1009 1023 1039 1046 1045 1051 1019","2676 2047 2016","10149 153","11483","17517 46983 56361","1935 3320 5186 14318 4922 847 792 2919 496 1765 1299 1731 7633 51 8505 661 335 5244 2721 20 11107 28 34882 5086 11720 4933 6492 288 1905 18665 1390 5268 9466 5117 24955","0 0 66 81 1 0 1 1 65","0 0 0 4 11 30 5 0 0 0 0 0","38 2 0 0 0"
124361,"Concordia",2013,100,100,100,13,2,5,"1050 1021 1008","2041 2664 2040 2078","5606 28722","6045","31545 6045","8401 267 10768 34522 24883 7496 264 9881 3 2861","0 1 92 17 123 23 64 109 1 123 56 3 28 99 27 0 0 77","1 0 0 0 0 0 6 20 6 0 0 0","0 16 30 1 0"
131357,"Coup",2012,15,15,15,9,2,6,"1023 1002 1039 1030 1001","2047 2685 2686 2015","8374 20304 7958","64108","14650 81815 64109 68154 74048 38447 12172 88679 90478 72369","10290 23600 29797 26380 24298 264 25022 6214 35035 32395 9881 21053 22609 25973","2 0 185 9 28 188 16 127 88 98 151 7 171 78 5 85 119 22 8 21 119","0 0 0 2 3 14 26 10 3 0 0 0","9 40 2 0 0"
15987,"Arkham Horror",2005,360,120,360,12,1,8,"1022 1010 1046 1024 1093","2023 2072 2040 2078 2028 2015","4311 5141 5666","4819 2336","14596 37721 24858 11872 12017 11989","23043 3475 6194 2973 17 4617 264 18852 8291 504 8313 3446 8759","83 348 234 107 458 131 245 460 33 568 246 20 195 381 112 73 325 234 11 134 421 12 107 473 2 10 477","0 0 0 0 1 9 26 74 143 53 12 2","0 2 10 317 90"
138161,"Firefly: The Game",2013,240,120,240,13,1,5,"1064 1016 1113 1097","2046 2041 2072 2007 2686 2008 2015","36571 5666 9733","62674 62672 62673","62716","2476 2366 11420 264","10 64 30 27 87 12 78 54 1 58 62 18 14 32 65 0 1 9","0 0 0 0 0 3 11 27 8 4 0 0","1 4 7 43 5"
171131,"Captain Sonar",2016,60,45,60,14,2,8,"1039 1046 1008 1037 1019","2676 2039 2019 2028 2016 2020","","285 43218","88840 88839","5400 9068 39 27654 36763","0 0 91 1 24 78 0 6 95 5 48 49 0 22 78 45 60 9 2 55 42 106 14 3 0 0 74","0 0 0 0 0 0 7 5 3 1 0 0","5 0 0 0 0"
915,"Mystery of the Abbey",1995,120,120,120,10,3,6,"1039 1035 1040 1115","2046 2040 2055 2004","22783","125 295","12519 11886 12596","1027 2973 5530 3118 125","0 0 44 0 0 45 1 28 25 28 31 2 42 18 0 15 29 10 0 2 29","0 0 0 0 0 2 12 5 1 2 0 0","0 0 17 7 0"
